sid,trail_name,trail_img,trail_describ,trail_short_describ,trail_timetable,trail_time,geo_location_sid,geo_location_town_sid,difficulty_list_sid,coupon_status,price,memo,equipment,trails_display,trail_length,trail_height,trail_gpx
153,鞍輪名山山徑,153-1.jpg,鞍輪名山和大竹溪山雙峰相隔不遠，被山友稱為「那瑪夏雙尖」。鞍輪名山原本可以由小林林道登頂，八八風災之後，因為小林林道和高中林道中斷，造成這兩座山鮮有人煙，直到 2018-2019 才由「標哥」等人四度辛苦開路，重新把鞍輪名山「西北稜」的路徑開闢出來，使得此山能夠輕裝單攻。但縱使如此，目前西北稜路線仍多困難危險地形，登臨不易。,鞍輪名山和大竹溪山雙峰相隔不遠，被山友稱為「那瑪夏雙尖」。,台29線6.5K處→（2.6K，70分鐘）→ 廢寮（2.6K）→（2.1K，130分鐘）→ 飛鼠營地→（0.5K，20分鐘）→ 標哥營地（5.2K)→（1.4K，120分鐘）→ 鞍輪名山（6.6K）→（折返）→（1.4K，110分鐘）→ 標哥營地（5.2K)→（0.5K，20分鐘）→ 飛鼠營地→（2.1K，120分鐘）→ 廢寮（2.6K）→（2.6K，70分鐘）→ 台29線6.5K處,11,高雄市,甲仙區,2,0,1300,"1. 注意有困難地形：3.7K處有崩塌瘦稜，5.8K處有垂升土坡。
 
 2. 注意路上有黃藤。",,,6.6公里,1661公尺,鞍輪名山山徑.gpx
154,石南山登山山徑,154-1.jpg,"位於多納部落溫泉溪上游的石南山是多納六秀之第二秀，是高雄市茂林區與屏東縣三地門鄉的界山之一，可以從高雄的多納林道或是屏東的沙溪林道進入，在八八風災之前屬於輕鬆好走的路線，八八風災過後，多納林道和沙溪林道崩塌嚴重，車輛管制通行，前往石南山必須先徒步超過十公里的林道，其中還得橫渡三百公尺的崩塌地才能抵達登山口，使得這座山成為非常冷門的山頭。
 
 石南山頂四周長滿雜亂的樹林，毫無展望可言，即使身高過人，也僅能勉強望見位於南方近處的大母母山頭，但是在登頂前一處樹林開闊處可以往東北方遠眺中央山脈南一段。此處的動植物生態相當豐富，特別是時常可見大冠鷲、黑鳶、台灣松雀鷹、鳳頭蒼鷹及灰面鵟鷹在天空中盤旋，是此處最大的特色。",位於多納部落溫泉溪上游的石南山是多納六秀之第二秀，是高雄市茂林區與屏東縣三地門鄉的界山之一,,8,高雄市,茂林區,2,1,1000,"1. 多納林道僅開放一般通行至 5.6K 之管制柵門，如需開車進入須依規定向林道管理機關提出申請。
 
 2. 多納林道大部分路段狀況相當良好，但 13.2K 至 13.5K 處之崩塌處有墜落之風險，務必謹慎通過。",,,11公里,1948公尺,石南山登山山徑.gpx
155,幾阿佐名山登山步道,155-1.jpg,幾阿佐名山，尖尖的山形有「金字塔山」之別稱，路程稍長，來回約需8~10小時，前段產道寬大好走，沿途多在竹林及茂密的樹林之中行進，上稜線後有岩稜、瘦稜需攀爬，瘦稜旁一瀉千里的崩壁區，是全段唯一較危險之處，已有山友架繩，小心通過即可，高大的芒草空隙中可俯瞰楠梓仙溪，眺望卓武山、隙頂山等群山層疊，漫長的稜線需經過四座無名山頭，最後看到石洞獵寮，不久即登頂幾阿佐名山，山頂位於樹林之中，無視野。,幾阿佐名山，尖尖的山形有「金字塔山」之別稱,"卓武山咖啡農場→(5.3K, 150分鐘)→產道終點→(3K,150分鐘)→幾阿佐名山→原路折返→(3K, 120分鐘)→產道終點→(5.3K, 120分鐘)→卓武山咖啡農場",9,嘉義縣,阿里山鄉,2,0,1100,"1.登山口有二處：
 A.傳統路線：由阿里山鄉山美村分駐所後方產業道路，需搭四驅車約1.5小時至登山口。
 B.新路線：由高雄市那瑪夏區竹子屋部落聯絡道的卓武山咖啡農場起登，全程於樹林，免日曬，是較為省力且安全的路線，往返約8~10小時。
 
 2.亦可安排與鄰近的卓武山環形一圈，唯路徑岔路多，最好有熟悉路況者帶路。",,,8.3公里,1824公尺,幾阿佐名山登山步道.gpx
156,足母山步道,156-1.jpg,"足母山位於高雄市茂林區，座落於多納部落東北方，由多納巷的廢棄工寮，涉過溫泉溪床後，即可看到足母山登山口，切入山徑樹林後一路陡上，可說是十分陡峭。
 
 途中有多處魯凱族特色的石板屋駁坎遺跡、廢棄電桿、廢棄礙子等，開闊處可眺望足母山的英姿，以及遠方的石南山、京大山等山峰。
 
 足母山的山頂為頁岩地質，登頂點後路況轉為石板岩塊錯落於陡坡間，岩質易碎裂及滑動，上下山均要小心行走，此段視野開闊，青山層疊、溪谷蜿蜒，山頂有一座鐵皮的廢棄瞭望台，是昔日林務局設置的防火瞭望台。",足母山位於高雄市茂林區，座落於多納部落東北方，由多納巷的廢棄工寮，涉過溫泉溪床後，即可看到足母山登山口，切入山徑樹林後一路陡上，可說是十分陡峭。,"多納巷底廢棄工寮→(0.4K, 10分鐘)→足母山登山口→(0.6K, 60分鐘)→石板屋遺址1→(0.6K, 60分鐘)→石板屋遺址2→(0.8K, 60分鐘)→攻頂點→(0.6K, 60分鐘)→足母山→原路折返→(3K, 210分鐘)→多納巷底廢棄工寮",7.67,高雄市,茂林區,2,1,970,"1.溫泉溪每年溪況不同，至登山口需脫鞋涉溪，天候不佳、大雨過後勿前往。
 2.登頂後回程易走錯方向，記得怎麼來、怎麼回。",,,3公里,1071公尺,足母山步道.gpx
157,田良井山步道,157-1.jpg,"田良井山位於屏東縣三地門鄉，舊達來部落後方深遠的一座山峰，昔日是北排灣族部落的山域。
 
 腰繞在原始的山林路徑中，沿途可見舊達來部落遺跡，茂盛的植物淹沒窄小的路徑，一路披荊斬棘，小心的沿著山坡路徑而行，潮濕、悶熱也是南台灣中級山的特色之一，經過找路、探路、砍草，走過稜、陡坡，攀過崩塌危險地形後，終於抵達路途遙遠的田良井山，可說是一條蓽路藍縷的路線，沿途可望德文山、大母母山、麻留賀山、北大武山、南大武山等群山美景。",田良井山位於屏東縣三地門鄉，舊達來部落後方深遠的一座山峰，昔日是北排灣族部落的山域。,"達來吊橋入口→(0.3K, 10分鐘)→辭職坡岔→(1.7K, 40分鐘)→舊部落岔→(1.6K, 40分鐘)→五岔路口→(2.6K, 120分鐘)→鞍部空地岔→(0.8K, 30分鐘)→田良井山→原路折返→(7K, 210分鐘)→達來吊橋入口",7.5,屏東縣,霧臺鄉,2,0,950,"1.進入舊達來部落，需申請入山許可。
 2.舊達來部落人煙罕至，排灣族習俗禁忌多，連當地居民都不會隨便上山，宜參加當地部落的生態旅遊團，由專人帶領，以免誤闖禁區。
 3.辭職坡步崩塌嚴重勿行。
 4.五岔路口至前峰來回60分鐘，至西峰來回60分鐘；鞍部空地岔至西南峰來回60~90分鐘(路況較不明)。",,,7公里,1367公尺,田良井山步道.gpx
158,小鞍輪名山步道,158-1.jpg,"小鞍輪名山座落於高雄市那瑪夏區南沙魯里，登山口位於台29線10.7k處，那托爾溪旁的南沙魯賞螢步道進入，步道口可欣賞山型尖銳的無名峰，循著賞螢步道好走的水泥路至終點涼亭後，陡上切入山徑，直上瘦稜後視野大開，老人北溪對岸一對尖聳雙峰，氣勢十足的鞍輪名山與大竹溪山，層疊綿延，小心拉繩經過瘦稜、崩塌路段，再接上廢林道，經1331峰、鞍部獵寮、亂石區，沿途有大樹、板根林相壯觀，上稜線不久即抵達小鞍輪名山，山頂樹林間有大腹地可休息。
 
 回程可順道至南沙魯山/820m，山字森林三角點遺失，剩斷頭水泥柱，叉路往返約20分鐘。",小鞍輪名山座落於高雄市那瑪夏區南沙魯里，登山口位於台29線10.7k處，那托爾溪旁的南沙魯賞螢步道進入，步道口可欣賞山型尖銳的無名峰,"南沙魯賞螢步道入口→(0.9K, 20分鐘)→涼亭(賞螢步道終點)→(0.5K, 30分鐘)→南沙魯山叉→(1.7K, 90分鐘)→1331峰→(0.9K, 60分鐘)→亂石區→(0.3K, 20分鐘)→小鞍輪名山→原路折返→(4.3K, 180分鐘)→南沙魯賞螢步道入口",6.67,高雄市,那瑪夏區,2,1,870,,,,4.3公里,1578公尺,小鞍輪名山步道.gpx
159,石可見山、著地螺留山步道,159-1.jpg,"石可見山，位於屏東縣春日鄉與來義鄉交界，又稱「岐喀丹山」，為老七佳部落的祖靈聖地，海拔1621公尺，與登山口落差約1100公尺，林相原始，路況陡峭險峻，適合具有登山經驗者。
 
 沿途有危險瘦稜及杜鵑純林，沿途有二個控制點，山頂林間有三等三角點，稜線展望佳，可眺望大漢山、貝瑪努山、久保山、南久保山、卡山，大武藏山崩壁直洩溪底，極為壯觀。途中會經過石可見山西南峰，並非明顯山頭，有省府圖根補點。
 
 著地螺留山，與石可見山的登山口同位在鞍部，落差較小，但路徑不清楚，有捕獸器，實在也不輕鬆，沿途可俯瞰七佳溪、老七佳部落及眺望鄰近群山。",石可見山，位於屏東縣春日鄉與來義鄉交界，又稱「岐喀丹山」，為老七佳部落的祖靈聖地，海拔1621公尺，與登山口落差約1100公尺，林相原始，路況陡峭險峻，適合具有登山經驗者。,"老七佳部落登山口→(0.1K, 5分鐘)→鐵柵門→(2.9K, 60分鐘)→越嶺鞍部→(1.1K, 30分鐘)→石可見山西南峰→(0.5K, 50分鐘)→危險瘦稜→(0.9K, 40分鐘)→杜鵑純林→(0.5K, 40分鐘)→石可見山→(3K, 90分鐘)→越嶺鞍部→(0.9K, 30分鐘)→著地螺留山→(0.9K, 30分鐘)→越嶺鞍部→老七佳捷徑叉路口→(1.1K, 45分鐘)→老七佳部落登山口",7,屏東縣,春日鄉,2,0,900,"1.需申請入山許可。
 2.老七佳部落遺址為排灣族祖靈居住之所，習俗禁忌多，進入遺址前要先祭拜、告知祖靈來意，外人私闖會驚擾祖靈聖地，是族人的大忌，宜參加當地部落的生態旅遊團，由專人帶領，以免誤闖禁區。
 3.進入原住民遺址，請勿喧嘩保持靜肅，禁止搬動或移置遺址內任何石板材料，遵守文化資產保存法相關規定。",,,11.9公里,1621公尺,石可見山、著地螺留山步道.gpx
160,新阿溪縱走,160-1.jpg,"「溪阿縱走」是民國60～70年間熱門的健行路線，沿線有林道、森林、神木、鐵道、車站等景觀，因颱風及地震造成路線崩塌而中斷。
 
 「新阿溪縱走」是由阿里山森林遊樂區進入，走入已停駛的阿里山森林鐵道眠月線，經塔山、眠月、石猴等車站，沿途景色壯麗，倘佯在原始自然的森林之中，以及攀登海拔2557的「松山」，稜線可展望同富山、馬博拉斯山、秀姑巒山、玉山群峰，拜訪台灣第4大神木「眠月神木」，再至最夢幻的堰塞湖「水漾森林」，享受天然的山光水色，再由亞杉坪林道出杉林溪森林生態園區。",「溪阿縱走」是民國60～70年間熱門的健行路線，沿線有林道、森林、神木、鐵道、車站等景觀，因颱風及地震造成路線崩塌而中斷。,"D1：阿里山國家森林遊樂區→(3K, 30分鐘)→大塔山登山口→(0.9K, 30分鐘)→隧道崩塌點→(1.5K, 30分鐘)→塔山車站→(2.8K, 110分鐘)→眠月車站→(1.7K, 30分鐘)→石猴車站(宿)
 
 D2：石猴車站→(2K, 90分鐘)→松山→(2.5K, 70分鐘)→酒瓶營地→(0.9K, 80分鐘)→眠月神木叉路→(1K, 40分鐘)→眠月神木→(1K, 20分鐘)→眠月神木叉路→(0.7K, 40分鐘)→水漾森林(宿)
 
 D3：水漾森林→(1.9K, 75分鐘)→鹿屈山叉→(1.7K, 50分鐘)→工寮→(4.9K, 100分鐘)→鹿屈林道叉→(0.7K, 30分鐘)→仁亭登山口(杉林溪森林生態園區)",72,嘉義縣,阿里山鄉,2,1,7400,"1.石猴(眠月)線森林鐵路，為山地特定管制區範圍，需申請入山證。自102年8月9日嘉育字第1025241537號函通告，停止核發進入該區之入山許可證之申請。
 https://nv2.npa.gov.tw/NM103-604Client/
 2.由阿里山國家森林遊樂區或杉林溪森林生態園區進入，皆須購買門票。
 3.杉林溪森林生態園區遊園車單程40元/人，早上七點半首發。園區內的車輛管制時間為7~17點，若避開管制時間，車子可直接駛到距離登山口最近的「藥花園」附近停車格停車。
 4.隧道坍塌處危險，需小心通過；隧道內黑暗，需打開頭燈照明。
 5.眠月線至塔山車站，鐵道木橋潮濕易滑，請小心行走。
 6.沿途活水源共有四處：a.塔山車站前隧道內有接水桶。b.石猴車站前石壁水源。c.水漾森林。d.亞杉坪林道工寮。",,,27.2公里,2557公尺,新阿溪縱走.gpx
161,兒玉山(自忠山)、東水山、北霞山連走,161-1.jpg,"兒玉山，又名自忠山，山頂視野佳，可眺望石水山、鹿林山、麟趾山、玉山群峰、大凍山、芙蓉山、塔山連稜、東水山等。
 
 東水山，是曾文溪流域的最高峰，為嘉義12名山之一，也是此行的最高峰，山頂無視野。
 
 北霞山，為阿里山三霞之首，昔日阿里山林場的範圍，山頂腹地平坦廣闊，可遠眺鹿林前山、石水山連稜。
 
 自特富野古道入口起登，約50公尺後即與古道分道而行，沿途巨木參天，山葵園、柳杉林、杜鵑林、箭竹林、雜木林、翠蕨區等林相變化多端，寧靜優美，涼爽舒適，松針鋪地柔軟如毯，苔蘚密布綠意盎然，陣陣檜木香味飄散於空中，令人神清氣爽。
 
 步道路徑清楚，僅箭竹林較易迷失，北霞山回程至東水山岔路前均為緩上坡，宜留意時間與體力的掌控。",兒玉山，又名自忠山，山頂視野佳，可眺望石水山、鹿林山、麟趾山、玉山群峰、大凍山、芙蓉山、塔山連稜、東水山等。,"特富野古道入口(自忠端)→(1.1K, 60分鐘)→兒玉山岔路→(0.3K, 15分鐘)→兒玉山(自忠山)→(1.2K, 50分鐘)→東水山岔路→(0.1K, 8分鐘)→東水山→(1.6K, 57分鐘)→最低鞍部→(0.6K, 25分鐘)→2530峰→(1.5K, 60分鐘)→北霞山→原路折返→(5.6K, 200分鐘)→特富野古道入口(自忠端)",7.92,嘉義縣,阿里山鄉,2,0,990,鑽箭竹林時留意布條，不要亂鑽，小心迷路。,,,6公里,2610公尺,兒玉山(自忠山)、東水山、北霞山連走.gpx
162,杉豐縱走(水漾森林、眠月神木、千人洞),162-1.jpg,"「杉豐縱走」是中部有名的路線之一，為溪阿縱走、豐阿縱走的改良版路線。
 
 從杉林溪仁亭登山口出發，途中登頂鹿屈山前峰、鹿屈山，夜宿有如夢幻仙境的水漾森林，欣賞水漾森林湖水映著湛藍天空呈現寶藍色澤，時而雲霧飄渺有如置身迷霧森林之中，千變萬化的湖光山色，令人陶醉。
 
 隔日拜訪台灣第四大神木「眠月神木」，是一棵4100歲的紅檜，巨大高聳的英姿，讓人顯得渺小。循著石鼓盤溪進入森林，沿途林相原始蓊鬱，樟木、檜木芬香撲鼻，令人神清氣爽。隨即鬼斧神工的「千人洞」呈現在眼前，壯觀的天然景觀，蟲鳴鳥叫在洞裡迴盪，令人讚嘆不已。續經「臥船洞」、「仙樹抱石」等自然景觀，讓人一路精彩不斷。",「杉豐縱走」是中部有名的路線之一，為溪阿縱走、豐阿縱走的改良版路線。,"第一天：仁亭登山口→(1.3k, 50分鐘)→林道交會點→(1.4k, 60分鐘)→鹿屈山前鋒→(2.6k, 70分鐘)→鹿屈山→(0.9k, 25分鐘)→土地公廟→(0.6k,15分鐘)→管護所→(3.2k, 85分鐘)→水漾森林(宿)",48,嘉義縣,阿里山鄉,2,1,5000,"1.需兩地接駁。
 2.杉林溪森林生態園區遊園車單程40元/人，早上七點半首發。園區內的車輛管制時間為7~17點，若避開管制時間，車子可直接駛到距離登山口最近的「藥花園」附近停車格停車。
 3.豐山村行豐吊橋往千人洞、水漾森林等地區，為山地特定管制區範圍，需申請入山證。自102年8月9日嘉育字第1025241537號函通告，豐山村行豐吊橋往水漾森林之山徑，地質脆弱，經常發生山崩落石，山難事故頻傳，為維安全，停止核發進入該區之入山許可證之申請，請勿強行進入。
 4.沿途多有拉繩攀爬山壁路段，且多濕滑，為有難度的路線，需小心行走。",,,17.6公里,2288公尺,眠月神木、千人洞(杉豐縱走).gpx
163,脈脈山、雞子山連走,163-1.jpg,"脈脈山、雞子山，位於嘉義縣阿里鄉達邦村，兩山連稜林相優美，有「五星級登山路線」、「神仙秘境」等美稱。其中脈脈山為嘉義十二名山之一，山頂腹地大、視野佳，可眺望玉山群峰、三叉山、雲峰、關山等南橫沿線百岳，雞子山山頂腹地小無展望，但登頂前的草坡展望極佳。
 
 由秘密遊民宿附近的捷徑登山口進入林道，沿途經楓香林、山櫻、茶園、孟宗竹林，風景優美，令人心曠神怡，進入山徑後，蒼鬱的原始山林，巨木參天，翠巒層疊，美不勝收。
 
 亦可安排二日輕鬆遊，盡情享受山林之美，途中林道有水源，可在林道盡頭廢棄工寮空地紮營。",脈脈山、雞子山，位於嘉義縣阿里鄉達邦村，兩山連稜林相優美，有「五星級登山路線」、「神仙秘境」等美稱。其中脈脈山為嘉義十二名山之一,"捷徑登山口→(1.8K, 30分鐘)→捷徑三叉路→(4.3K, 100分鐘)→林道登山口→(0.2K, 15分鐘)→脈脈山入口→(0.2K, 15分鐘)→脈脈山→(0.2K, 10分鐘)→脈脈山入口→(2.4K, 100分鐘)→凹谷→(0.9K, 50分鐘)→雞子山→原路折返→(3.5K, 120分鐘)→林道登山口→(6.1K, 100分鐘)→捷徑登山口",9,嘉義縣,阿里山鄉,2,0,1100,"1.登山口有二處：
 a.稜線登山口(169縣道43.9k)：為舊登山口，經八八風災摧殘，路況不佳易迷路，建議由捷徑登山口進入。
 b.捷徑登山口(169縣道40.1K)，由秘密遊民宿的林道進入，車行至水泥路盡頭停車，步行進入林道，至林道盡頭約6.1公里。
 2.路程較長，安排單天往返，需摸早黑出發，控管時間，避免摸黑下山。",,,9.8公里,2398公尺,脈脈山、雞子山連走.gpx
164,梅峰古道,164-1.jpg,"梅峰古道暗藏玄機，是一條十分有趣的步道。它位於嘉南平原與山脈交界的梅嶺地區，擁有良好的視野，可以遠眺嘉南平原及曾文水庫。
 
 早年當地居民上山採集或下山購物經常往返於梅峰古道，如今飄香的百年老樟樹仍佇立在原地靜靜看著時代的變遷，步道沿途也開拓了綠油油的茶園，種植了聖誕紅、梅花和紫牡丹，甚至還復育了滿山的野百合，花兒依序綻放，無論在哪個季節造訪都會令人讚嘆。每年四至五月，古道搖身一變成為熱鬧的夜間舞台，螢火蟲開心地飛舞，遊客則快樂地觀賞著都市裡難得一見的景象。
 
 走在步道上，別忘了低頭看看腳底下的石板。當地社區發展協會發揮巧思，在一塊塊的石板上刻了應景的歌詞和注意事項增添行走的趣味。下山前若有空閒，不妨也嘗嘗當地的名產，作為身心靈皆飽足行程的快樂結尾。",梅峰古道暗藏玄機，是一條十分有趣的步道。它位於嘉南平原與山脈交界的梅嶺地區，擁有良好的視野，可以遠眺嘉南平原及曾文水庫。,大眾飲食店→(10分鐘)→涼亭→(40分鐘)→木造觀景台→(20分鐘)→梅峰(折返)→(50分鐘)→大眾飲食店,2,臺南市,楠西區,1,1,500,"1.行至步道終點，建議回程可改走伍龍步道或觀音步道。
 2.如果時間、體力許可，建議順遊獵鷹尖與一線天。
 3.玉井至梅嶺公車班次不多，須注意發車時間。",,,2.2公里,1059公尺,梅峰古道.gpx
165,關子嶺雞籠山步道,165-1.jpg,"雞籠山步道位於台南市白河區關子嶺附近，屬於大棟山系的一部分。大棟山系雖然海拔不高，但靠近嘉南平原，走在稜線視野開闊處，展望居高臨下，視野甚佳。
 
 而由於關子嶺早在清康熙年間就已開發，附近山區有許多名山古剎，健行其中順探訪這些清幽廟宇，也是一大樂趣。另由於雞籠山山徑上有幾片梅園，近年來賞花風氣日盛，每當隆冬梅花花季時節，滿園白花暗香浮動，賞花的遊人如織，使得雞籠山成為南台灣熱門的賞梅山徑。",雞籠山步道位於台南市白河區關子嶺附近，屬於大棟山系的一部分。大棟山系雖然海拔不高，但靠近嘉南平原，走在稜線視野開闊處，展望居高臨下，視野甚佳。,"紫雲殿仙祖廟停車場→（0.6K,20分鐘）→往土地公廟叉路→（0.5K,20分鐘）→大棟山登山步道水泥牌，取左往雞籠山(右往大棟山)→（2K,70分鐘）→雞籠山→（2K,60分鐘）→大棟山登山步道水泥牌→（0.5K,15分鐘）→往土地公廟叉路→（0.6K,15分鐘）→紫雲殿仙祖廟停車場",3.33,台南市,白河區,1,0,530,"1. 本路線路程不長，難度亦不高，但本健行步道有許多分歧，通往附近多座附近郊山。雞籠山步道旁有立里程樁，請小心跟隨並辨認方向。
 2.紫雲殿仙祖廟停車場停車位不多，若停滿請在更之前的關嶺分校停車。(往土地公廟方向亦有停車場，但道路窄小不易迴車，因此不建議停土地公廟)
 3.附近另有台南市最高峰「大凍山」，行有餘力可一併遊覽。",,,3.1公里,878公尺,關子嶺雞籠山步道.gpx
166,竹子尖山步道,166-1.jpg,"竹子尖山座落在梅嶺風景區上方，為台南市第二高峰，登頂途中可俯瞰大凍山脈、嘉南平原、曾文水庫和南化水庫，天氣晴朗時甚至能遠眺玉山群峰，還有機會欣賞日出、雲海、夕陽和夜景，可說是一座四季皆宜、雅俗共賞的台灣小百岳。
 
 由梅嶺的二層坪停車場出發，主要有四條步道可前往竹子尖山，由北至南分別是：梅峰、伍龍、觀音和梅龍步道，最後都會經由稜線步道抵達竹子尖山，山頂的氣象局雨量測報站是最醒目的地標，建議上下山時選擇不同的步道，走一圈環狀路線，沿途瀏覽不一樣的景致；尤其是隆冬梅花盛開時和四五月間的螢火蟲季，登高望遠和賞花賞螢的民眾更是絡繹不絕！踏青之餘，不妨順道品嘗梅子雞大餐、泡龜丹溫泉，無需一番寒徹骨，即可享受撲鼻的梅花香和梅嶺好風光！",竹子尖山座落在梅嶺風景區上方，為台南市第二高峰，登頂途中可俯瞰大凍山脈、嘉南平原、曾文水庫和南化水庫，天氣晴朗時甚至能遠眺玉山群峰，還有機會欣賞日出、雲海、夕陽和夜景，可說是一座四季皆宜、雅俗共賞的台灣小百岳。,"二層坪停車場→（0.5K,20分鐘）→觀音寺（經觀音步道）→（1.1K,40分鐘）→稜線→（0.3K,10分鐘）→竹子尖山（經梅龍步道）→（1.8K,40分鐘）→梅子雞餐廳→（0.3K,10分鐘）→二層坪停車場",2,臺南市,楠西區,1,1,500,"1.因梅嶺道路（南188線灣丘路段5K至9K）狹窄、蜿蜒有陡坡，大客車只能通行至梅嶺資訊站，請小心駕駛，注意行車安全。
 
 2.梅龍步道前半段的水泥農路易長青苔，路面較滑，通過時請特別留意；觀音步道前段為之字形的梅園產業道路，後段為登山步道，兩條步道皆有少數路段需拉繩輔助攀登。",,,4公里,1110公尺,竹子尖山步道.gpx
167,伍龍步道,167-1.jpg,"伍龍步道早期是林務局伐木運送之林道，後改為農用道路，是梅嶺地區四條步道中最為平緩易走的路線，由伍龍殿出發，殿前視野佳，可俯瞰楠西市區、眺望大崖山、斗六山，步道兩旁梅樹繁密集中，梅花盛開季節，落花繽紛，有如白雪紛飛，充滿詩情話意。
 
 途經「出水仔」為螢火蟲復育區，每到4月中旬數萬隻螢火蟲漫天飛舞，蔚為壯觀，行至開闊處可眺望曾文水庫、大棟山美麗的湖光山色。
 
 終點至飯包山福德祠，可順登飯包尖山，海拔1024公尺，山頂有蓄水池及廢棄天線座，無基點，視野極佳，可遠眺北大武山。",伍龍步道早期是林務局伐木運送之林道，後改為農用道路，是梅嶺地區四條步道中最為平緩易走的路線，由伍龍殿出發，殿前視野佳，可俯瞰楠西市區、眺望大崖山、斗六山，步道兩旁梅樹繁密集中，梅花盛開季節，落花繽紛，有如白雪紛飛，充滿詩情話意。,"伍龍殿→(2.1K, 50分鐘)→飯包山福德祠(控制點)→(0.3K, 10分鐘)→飯包尖山→(0.5K, 20分鐘)→雀榕巨木→(0.2K, 10分鐘)→飯包山福德祠→(2.1K, 40分鐘)→伍龍殿",2,臺南市,楠西區,1,0,500,"1.控制點位於飯包山福德祠後方小山丘上。
 
 2.鄰近步道：
 a.梅峰古道：早年為南化關山通往楠西的交通要道，步道有石階、產業道路混合，由大眾餐廳停車場出發至梅峰，沿途有野百合花海及百年巨樟，木棧平台視野開闊，風景優美，步道長約2.3公里，單程步程約60分鐘。
 b.觀音步道：由觀音寺至稜線步道的觀景坪，步道較為濕滑，需拉繩而上，步道雖最短，但卻陡峭有挑戰，約1.8公里，單程步程約60分鐘。
 c.梅龍步道：由梅龍餐廳至竹子尖山，前半段為產道，後半段是山林小徑較滑，屬運動路線，也是梅嶺步道最長的一條，約2.5公里，單程步程約70分鐘。
 d.稜線步道：串連梅嶺四條步道，北起飯包山福德祠，經梅峰(1059m)、觀景坪，終點抵小百岳竹子尖山(1109m)，約2.2公里，單程步程約60分鐘。中間岔路可至百年的雀榕巨木及紫斑蝶谷。",,,2.6公里,1024公尺,伍龍步道.gpx
168,水火同源登山步道,168-1.jpg,"關仔嶺碧雲寺-水火同源登山步道，簡稱「碧雲火泉步道」，位於台南關子嶺風景區，由碧雲寺三寶殿旁出發，步上緩緩的枕木及碎石階梯，原始自然的樹林，綠蔭夾道，微風吹動樹梢，樹葉竹濤聲響不絕於耳，沿途欣賞枕頭山翠綠山巒景致，以及20~30公尺高的凝灰岩巨石洞。
 
 步道終點即為「水火同源」，又名「水火洞、水火河」，石壁上冒出天然氣，點火後不會熄滅，而崖壁又同時有泉水流出，成為水與火共存的天然奇景。
 
 可順道參觀三級古蹟的碧雲寺、碧雲公園內壯觀的蓮花石洞。",關仔嶺碧雲寺-水火同源登山步道，簡稱「碧雲火泉步道」,"關仔嶺碧雲寺三寶殿→(1.3K, 30分鐘)→水火同源→原路折返→(1.3K, 20分鐘)→關仔嶺碧雲寺三寶殿",0.83,台南市,白河區,1,1,500,,,,1.3公里,500公尺,關仔嶺碧雲寺-水火同源登山步道.gpx
